# Synthetic records generated for this project from a fixed seed. Not real customers, orders, sellers or photographs.
order_id,customer_id,order_date,expected_delivery,delivery_date,delivery_status,category,item_name,quantity,value_usd,currency,carrier,tracking_number,shipping_address,billing_matches_shipping,card_last4,avs_result,cvv_result,three_ds,ip_match_prior_orders,device_match_prior_orders,delivery_confirmation,terms_accepted,refund_issued_usd
ORD-100111,CUST-0023,2026-02-08,2026-02-10,2026-02-10,delivered,gift_card,gift card 100,3,148.57,USD,Vantage Courier,TRK6517427679,"214 Sample Street, Testville, GB",no,7018,full_match,match,attempted,no,no,photo,yes,0.00
ORD-100112,CUST-0053,2026-02-14,2026-02-20,2026-02-20,delivered,perishable,fruit box,1,668.38,USD,Harbour Freight Co,TRK7623094521,"92 Sample Street, Testville, CA",yes,3766,no_match,match,authenticated,no,yes,photo,yes,0.00
ORD-100113,CUST-0041,2026-03-09,2026-03-14,2026-03-14,delivered,electronics,wireless headphones,3,576.42,USD,Harbour Freight Co,TRK9603395939,"207 Sample Street, Testville, GB",yes,6664,partial_match,match,attempted,yes,yes,photo,yes,0.00
ORD-100114,CUST-0007,2026-04-08,2026-04-13,2026-04-13,delivered,large_appliance,range cooker,2,125.83,USD,Vantage Courier,TRK3326752328,"149 Sample Street, Testville, CA",yes,5653,no_match,match,authenticated,yes,no,signature,yes,0.00
ORD-100115,CUST-0050,2026-02-01,2026-02-04,2026-02-04,delivered,custom_made,bespoke curtains,1,249.35,USD,Harbour Freight Co,TRK7676068738,"307 Sample Street, Testville, GB",yes,1543,no_match,match,attempted,no,yes,photo,yes,0.00
ORD-100116,CUST-0060,2026-03-25,2026-03-28,2026-03-28,delivered,perishable,cheese selection,1,300.10,USD,Vantage Courier,TRK7762284822,"100 Sample Street, Testville, DE",yes,5797,full_match,match,authenticated,yes,yes,signature,yes,0.00
ORD-100117,CUST-0051,2026-03-16,2026-03-24,2026-03-24,delivered,custom_made,engraved tankard,2,67.82,USD,Vantage Courier,TRK1426933918,"370 Sample Street, Testville, GB",yes,5274,no_match,not_provided,not_used,no,yes,signature,yes,0.00
ORD-100118,CUST-0012,2026-01-24,2026-01-28,,in_transit,apparel,linen trousers,2,159.05,USD,Vantage Courier,TRK1427898721,"111 Sample Street, Testville, AU",yes,5121,no_match,not_provided,not_used,no,yes,,yes,0.00
ORD-100119,CUST-0022,2026-03-20,2026-03-29,2026-03-29,delivered,gift_card,gift card 50,2,583.51,USD,Vantage Courier,TRK3505226849,"4 Sample Street, Testville, US",yes,6183,full_match,match,attempted,no,no,photo,yes,0.00
ORD-100120,CUST-0053,2026-02-15,2026-02-23,2026-02-23,delivered,books,field guide,1,39.38,USD,Harbour Freight Co,TRK2116536594,"379 Sample Street, Testville, CA",yes,2874,partial_match,not_provided,not_used,yes,no,photo,yes,0.00
ORD-100121,CUST-0050,2026-02-11,2026-02-16,2026-02-16,delivered,large_appliance,tumble dryer,3,496.84,USD,Harbour Freight Co,TRK5912029654,"184 Sample Street, Testville, GB",no,9169,partial_match,match,not_used,no,yes,photo,yes,0.00
ORD-100122,CUST-0016,2026-01-31,2026-02-04,2026-02-04,delivered,perishable,fresh pasta,2,69.46,USD,Northbound Post,TRK5957557050,"306 Sample Street, Testville, DE",yes,3716,no_match,match,attempted,no,no,signature,yes,0.00
ORD-100123,CUST-0006,2026-02-17,2026-02-22,2026-02-22,delivered,jewellery,gold hoops,1,393.51,USD,Vantage Courier,TRK5262260312,"309 Sample Street, Testville, US",yes,8349,full_match,match,attempted,yes,yes,signature,yes,0.00
ORD-100124,CUST-0014,2025-12-22,2025-12-26,2025-12-26,delivered,books,field guide,2,86.24,USD,Northbound Post,TRK7514163737,"52 Sample Street, Testville, CA",yes,4664,no_match,match,authenticated,no,no,photo,yes,0.00
ORD-100125,CUST-0024,2026-02-07,2026-02-09,2026-02-09,delivered,gift_card,gift card 100,3,757.50,USD,Northbound Post,TRK8069818316,"396 Sample Street, Testville, CA",yes,4731,no_match,not_provided,attempted,no,yes,photo,yes,0.00
ORD-100126,CUST-0024,2026-01-14,2026-01-20,2026-01-20,delivered,jewellery,silver pendant,1,784.91,USD,Northbound Post,TRK4548554414,"263 Sample Street, Testville, CA",yes,3295,full_match,match,authenticated,no,yes,photo,yes,0.00
ORD-100127,CUST-0023,2026-02-22,2026-02-25,2026-02-25,delivered,electronics,action camera,1,15.47,USD,Vantage Courier,TRK3045615613,"57 Sample Street, Testville, GB",yes,8936,full_match,match,attempted,yes,yes,photo,yes,0.00
ORD-100128,CUST-0031,2026-04-05,2026-04-09,2026-04-09,delivered,electronics,wireless headphones,1,899.00,USD,Vantage Courier,TRK6738847408,"329 Sample Street, Testville, GB",yes,8470,full_match,not_provided,attempted,no,yes,signature,yes,0.00
ORD-100129,CUST-0007,2026-02-13,2026-02-16,2026-02-16,delivered,grocery,olive oil tin,2,38.24,USD,Northbound Post,TRK3784839908,"384 Sample Street, Testville, CA",yes,6886,full_match,match,authenticated,yes,yes,signature,yes,0.00
ORD-100130,CUST-0032,2026-04-01,2026-04-07,2026-04-07,delivered,electronics,wireless headphones,1,77.76,USD,Northbound Post,TRK6354957573,"61 Sample Street, Testville, GB",yes,8367,full_match,match,authenticated,yes,yes,photo,yes,0.00
ORD-100131,CUST-0014,2026-02-08,2026-02-10,2026-02-10,delivered,apparel,running jacket,1,734.04,USD,Harbour Freight Co,TRK9994735850,"36 Sample Street, Testville, CA",no,4716,full_match,match,not_used,no,no,photo,yes,0.00
ORD-100132,CUST-0054,2026-03-14,2026-03-18,2026-03-18,delivered,perishable,fresh pasta,2,119.25,USD,Harbour Freight Co,TRK3144645886,"27 Sample Street, Testville, CA",yes,9331,full_match,match,authenticated,no,yes,signature,yes,0.00
ORD-100133,CUST-0022,2026-01-21,2026-01-28,2026-01-28,delivered,jewellery,gold hoops,3,230.28,USD,Vantage Courier,TRK9568876615,"101 Sample Street, Testville, US",no,0142,no_match,match,attempted,no,yes,photo,yes,0.00
ORD-100134,CUST-0035,2026-02-01,2026-02-06,2026-02-06,delivered,jewellery,gold hoops,1,22.79,USD,Northbound Post,TRK6019812297,"128 Sample Street, Testville, AU",yes,5005,partial_match,match,not_used,yes,no,signature,yes,0.00
ORD-100135,CUST-0017,2026-01-29,2026-02-07,2026-02-07,delivered,jewellery,steel watch,1,65.90,USD,Northbound Post,TRK8983968547,"179 Sample Street, Testville, AU",yes,9279,partial_match,match,attempted,yes,yes,signature,yes,0.00
ORD-100136,CUST-0055,2026-03-13,2026-03-21,2026-03-21,delivered,custom_made,tailored blazer,1,276.00,USD,Harbour Freight Co,TRK9911100571,"111 Sample Street, Testville, CA",yes,8796,no_match,match,not_used,yes,no,signature,yes,0.00
ORD-100137,CUST-0058,2026-03-16,2026-03-24,2026-03-24,delivered,books,hardback novel,1,397.40,USD,Northbound Post,TRK2531647295,"111 Sample Street, Testville, GB",yes,5858,full_match,match,attempted,no,no,photo,yes,0.00
ORD-100138,CUST-0043,2026-01-19,2026-01-27,2026-01-27,delivered,large_appliance,chest freezer,1,275.59,USD,Northbound Post,TRK7259153692,"322 Sample Street, Testville, AU",no,7382,no_match,match,authenticated,yes,yes,photo,yes,0.00
ORD-100139,CUST-0044,2026-04-02,2026-04-07,2026-04-07,delivered,large_appliance,dishwasher,3,233.78,USD,Vantage Courier,TRK4845976577,"294 Sample Street, Testville, AU",no,7552,no_match,match,not_used,no,yes,photo,yes,0.00
ORD-100140,CUST-0023,2026-01-28,2026-02-04,2026-02-04,delivered,custom_made,tailored blazer,1,22.95,USD,Harbour Freight Co,TRK2248853971,"110 Sample Street, Testville, GB",yes,9292,no_match,not_provided,authenticated,yes,yes,photo,yes,0.00
ORD-100141,CUST-0028,2026-04-03,2026-04-07,2026-04-07,delivered,grocery,spice set,3,288.79,USD,Vantage Courier,TRK5773108121,"262 Sample Street, Testville, DE",yes,1488,no_match,match,not_used,yes,no,signature,yes,0.00
ORD-100142,CUST-0056,2026-02-28,2026-03-06,2026-03-06,delivered,personal_care,electric shaver,1,146.65,USD,Harbour Freight Co,TRK7435761659,"356 Sample Street, Testville, CA",yes,5048,no_match,match,attempted,yes,yes,photo,yes,0.00
ORD-100143,CUST-0005,2026-01-13,2026-01-17,2026-01-17,delivered,jewellery,steel watch,3,192.95,USD,Harbour Freight Co,TRK7688369045,"371 Sample Street, Testville, GB",no,6454,no_match,match,attempted,no,no,signature,yes,0.00
ORD-100144,CUST-0032,2026-01-10,2026-01-18,2026-01-18,delivered,gift_card,gift card 25,1,178.74,USD,Vantage Courier,TRK1111323699,"282 Sample Street, Testville, GB",yes,0112,full_match,match,authenticated,yes,yes,photo,yes,0.00
ORD-100145,CUST-0023,2026-02-08,2026-02-17,2026-02-17,delivered,gift_card,gift card 10,3,27.77,USD,Vantage Courier,TRK9667987658,"288 Sample Street, Testville, GB",yes,7135,full_match,not_provided,authenticated,yes,no,photo,yes,0.00
ORD-100146,CUST-0011,2025-12-13,2025-12-17,2025-12-17,delivered,books,field guide,3,398.78,USD,Northbound Post,TRK1770866851,"107 Sample Street, Testville, AU",no,5170,full_match,not_provided,authenticated,yes,yes,signature,yes,0.00
ORD-100147,CUST-0058,2026-03-29,2026-04-06,2026-04-06,delivered,jewellery,signet ring,1,357.06,USD,Northbound Post,TRK5830396028,"153 Sample Street, Testville, GB",yes,8856,partial_match,match,not_used,yes,yes,photo,yes,0.00
ORD-100148,CUST-0036,2026-02-01,2026-02-03,2026-02-03,delivered,custom_made,engraved tankard,1,111.24,USD,Harbour Freight Co,TRK6588907668,"219 Sample Street, Testville, GB",yes,9279,no_match,match,authenticated,yes,no,photo,yes,0.00
ORD-100149,CUST-0008,2026-03-27,2026-03-29,2026-03-29,delivered,gift_card,gift card 100,3,287.49,USD,Vantage Courier,TRK1231986780,"175 Sample Street, Testville, GB",yes,8991,full_match,not_provided,authenticated,yes,no,signature,yes,0.00
ORD-100150,CUST-0046,2026-02-19,2026-02-27,2026-02-27,delivered,books,field guide,2,172.60,USD,Harbour Freight Co,TRK3550164528,"230 Sample Street, Testville, DE",yes,5759,partial_match,match,attempted,no,no,signature,yes,0.00
ORD-100151,CUST-0020,2026-03-25,2026-03-29,2026-03-29,delivered,books,atlas,1,469.40,USD,Harbour Freight Co,TRK2799064760,"152 Sample Street, Testville, GB",yes,4800,no_match,match,attempted,yes,yes,photo,yes,0.00
ORD-100152,CUST-0032,2026-02-27,2026-03-02,2026-03-02,delivered,grocery,coffee beans,1,218.36,USD,Harbour Freight Co,TRK3428396190,"369 Sample Street, Testville, GB",yes,7614,full_match,match,not_used,no,no,photo,yes,0.00
ORD-100153,CUST-0037,2026-02-24,2026-03-05,2026-03-05,delivered,apparel,running jacket,3,311.84,USD,Harbour Freight Co,TRK7246576922,"391 Sample Street, Testville, CA",yes,7146,full_match,match,authenticated,no,yes,signature,yes,0.00
ORD-100154,CUST-0045,2025-12-19,2025-12-23,2025-12-23,delivered,custom_made,tailored blazer,1,725.13,USD,Vantage Courier,TRK5553922242,"238 Sample Street, Testville, GB",yes,0255,partial_match,match,attempted,yes,no,photo,yes,0.00
ORD-100155,CUST-0012,2026-03-13,2026-03-18,2026-03-18,delivered,books,field guide,1,68.50,USD,Vantage Courier,TRK3808332285,"377 Sample Street, Testville, CA",yes,6303,full_match,match,authenticated,yes,yes,signature,yes,0.00
ORD-100156,CUST-0008,2026-02-14,2026-02-21,2026-02-21,delivered,books,field guide,1,390.38,USD,Harbour Freight Co,TRK6775132016,"370 Sample Street, Testville, GB",yes,1385,no_match,match,not_used,no,yes,signature,yes,0.00
ORD-100157,CUST-0033,2026-02-02,2026-02-09,2026-02-09,delivered,perishable,fruit box,2,193.56,USD,Vantage Courier,TRK8228063530,"193 Sample Street, Testville, CA",no,6589,full_match,match,not_used,yes,yes,photo,yes,0.00
ORD-100158,CUST-0059,2026-04-01,2026-04-09,2026-04-09,delivered,books,cookbook,2,243.82,USD,Northbound Post,TRK5402893956,"164 Sample Street, Testville, DE",yes,0530,full_match,match,not_used,no,yes,photo,yes,0.00
ORD-100159,CUST-0035,2026-03-23,2026-03-27,2026-03-27,delivered,books,atlas,1,391.35,USD,Northbound Post,TRK9776760148,"99 Sample Street, Testville, AU",no,8859,full_match,match,authenticated,yes,no,signature,yes,0.00
ORD-100160,CUST-0049,2025-12-16,2025-12-21,2025-12-21,delivered,perishable,fresh pasta,1,95.58,USD,Harbour Freight Co,TRK3819652570,"245 Sample Street, Testville, GB",yes,0139,full_match,match,attempted,no,no,photo,yes,0.00
ORD-100161,CUST-0027,2026-03-23,2026-03-26,2026-03-26,delivered,books,atlas,1,330.52,USD,Northbound Post,TRK5342297645,"277 Sample Street, Testville, GB",yes,3457,full_match,match,authenticated,yes,yes,photo,yes,0.00
ORD-100162,CUST-0021,2026-03-13,2026-03-20,2026-03-20,delivered,books,cookbook,1,107.14,USD,Harbour Freight Co,TRK1718985781,"372 Sample Street, Testville, CA",yes,1477,no_match,not_provided,not_used,yes,no,photo,yes,0.00
ORD-100163,CUST-0033,2026-02-09,2026-02-12,,in_transit,custom_made,bespoke curtains,1,227.61,USD,Harbour Freight Co,TRK6404501165,"254 Sample Street, Testville, CA",yes,4602,no_match,match,authenticated,yes,yes,,yes,0.00
ORD-100164,CUST-0005,2026-01-25,2026-01-27,2026-01-27,delivered,books,atlas,1,331.80,USD,Northbound Post,TRK9017252147,"156 Sample Street, Testville, GB",no,1604,partial_match,not_provided,attempted,yes,yes,signature,yes,0.00
ORD-100165,CUST-0053,2026-02-25,2026-03-06,2026-03-06,delivered,personal_care,hair dryer,3,386.78,USD,Vantage Courier,TRK6353346670,"355 Sample Street, Testville, CA",yes,9674,full_match,match,attempted,yes,no,photo,yes,0.00
ORD-100166,CUST-0044,2025-12-21,2025-12-25,2025-12-25,delivered,grocery,tea sampler,1,471.12,USD,Northbound Post,TRK9852033193,"381 Sample Street, Testville, AU",yes,4335,partial_match,match,authenticated,no,yes,photo,yes,0.00
ORD-100167,CUST-0037,2026-02-02,2026-02-04,2026-02-04,delivered,gift_card,gift card 25,2,153.26,USD,Harbour Freight Co,TRK8373655164,"352 Sample Street, Testville, CA",yes,4746,full_match,match,not_used,yes,no,photo,yes,0.00
ORD-100168,CUST-0047,2026-02-13,2026-02-18,2026-02-18,delivered,custom_made,tailored blazer,1,277.34,USD,Vantage Courier,TRK6407684720,"398 Sample Street, Testville, CA",no,3085,no_match,not_provided,attempted,yes,yes,signature,yes,0.00
ORD-100169,CUST-0056,2026-01-29,2026-02-04,2026-02-04,delivered,large_appliance,chest freezer,2,188.54,USD,Harbour Freight Co,TRK6781905077,"375 Sample Street, Testville, CA",yes,1055,full_match,match,attempted,yes,yes,signature,yes,0.00
ORD-100170,CUST-0055,2026-01-31,2026-02-07,2026-02-07,delivered,large_appliance,dishwasher,1,401.72,USD,Vantage Courier,TRK2183374294,"384 Sample Street, Testville, CA",no,2391,no_match,not_provided,not_used,yes,yes,signature,yes,0.00
ORD-100171,CUST-0017,2026-01-23,2026-01-26,2026-01-26,delivered,electronics,wireless headphones,1,282.99,USD,Harbour Freight Co,TRK4565859681,"5 Sample Street, Testville, AU",yes,3038,full_match,not_provided,not_used,no,yes,photo,yes,0.00
ORD-100172,CUST-0021,2025-12-30,2026-01-08,,in_transit,gift_card,gift card 50,1,409.58,USD,Vantage Courier,TRK5375029983,"385 Sample Street, Testville, CA",yes,6319,partial_match,match,attempted,yes,no,,yes,0.00
ORD-100173,CUST-0052,2026-02-13,2026-02-19,2026-02-19,delivered,electronics,action camera,2,240.10,USD,Northbound Post,TRK5738309934,"371 Sample Street, Testville, GB",yes,1455,partial_match,not_provided,authenticated,yes,no,photo,yes,0.00
ORD-100174,CUST-0034,2026-02-07,2026-02-16,2026-02-16,delivered,custom_made,bespoke curtains,1,824.43,USD,Vantage Courier,TRK1592091780,"36 Sample Street, Testville, AU",no,8132,full_match,match,attempted,no,yes,signature,yes,0.00
ORD-100175,CUST-0013,2026-03-06,2026-03-12,2026-03-12,delivered,grocery,olive oil tin,1,194.86,USD,Vantage Courier,TRK4742033859,"17 Sample Street, Testville, CA",no,3198,full_match,match,authenticated,yes,yes,signature,yes,0.00
ORD-100176,CUST-0005,2026-01-02,2026-01-07,2026-01-07,delivered,custom_made,bespoke curtains,1,98.99,USD,Northbound Post,TRK5635764096,"62 Sample Street, Testville, GB",yes,7979,full_match,match,authenticated,yes,yes,signature,yes,0.00
ORD-100177,CUST-0051,2026-03-12,2026-03-14,2026-03-14,delivered,grocery,olive oil tin,2,439.32,USD,Northbound Post,TRK9274935024,"338 Sample Street, Testville, GB",no,2288,partial_match,match,authenticated,no,yes,signature,yes,0.00
ORD-100178,CUST-0025,2026-01-13,2026-01-22,2026-01-22,delivered,perishable,cheese selection,2,387.76,USD,Vantage Courier,TRK7899232349,"87 Sample Street, Testville, DE",yes,1440,partial_match,match,attempted,yes,no,signature,yes,0.00
ORD-100179,CUST-0007,2026-03-19,2026-03-26,2026-03-26,delivered,books,atlas,1,281.46,USD,Harbour Freight Co,TRK4702337470,"239 Sample Street, Testville, CA",yes,9750,full_match,not_provided,authenticated,no,yes,signature,yes,0.00
ORD-100180,CUST-0029,2026-03-18,2026-03-20,,in_transit,custom_made,engraved tankard,1,173.95,USD,Vantage Courier,TRK1941418899,"384 Sample Street, Testville, CA",no,1850,no_match,match,not_used,no,yes,,yes,0.00
ORD-100181,CUST-0005,2026-02-09,2026-02-16,2026-02-16,delivered,custom_made,engraved tankard,1,369.71,USD,Vantage Courier,TRK3542589715,"10 Sample Street, Testville, GB",no,5839,no_match,match,authenticated,yes,yes,signature,yes,0.00
ORD-100182,CUST-0014,2026-04-02,2026-04-06,2026-04-06,delivered,perishable,cheese selection,3,315.85,USD,Vantage Courier,TRK6949735069,"73 Sample Street, Testville, CA",no,4079,partial_match,not_provided,attempted,no,yes,signature,yes,0.00
ORD-100183,CUST-0002,2026-03-05,2026-03-09,2026-03-09,delivered,personal_care,skincare set,3,27.01,USD,Northbound Post,TRK5887256155,"20 Sample Street, Testville, CA",yes,1763,no_match,match,not_used,yes,no,signature,yes,0.00
ORD-100184,CUST-0052,2026-01-14,2026-01-17,2026-01-17,delivered,books,cookbook,3,183.21,USD,Northbound Post,TRK4848960315,"155 Sample Street, Testville, GB",yes,5536,partial_match,match,not_used,yes,no,signature,yes,0.00
ORD-100185,CUST-0048,2026-02-25,2026-03-04,2026-03-04,delivered,apparel,knit scarf,1,167.47,USD,Harbour Freight Co,TRK6986781304,"40 Sample Street, Testville, CA",yes,0445,full_match,match,authenticated,no,no,photo,yes,0.00
ORD-100186,CUST-0046,2026-02-08,2026-02-15,2026-02-15,delivered,personal_care,skincare set,1,582.60,USD,Northbound Post,TRK8223474537,"253 Sample Street, Testville, DE",yes,1317,full_match,not_provided,attempted,yes,yes,signature,yes,0.00
ORD-100187,CUST-0036,2025-12-21,2025-12-28,2025-12-28,delivered,grocery,coffee beans,1,376.18,USD,Harbour Freight Co,TRK1993766648,"128 Sample Street, Testville, GB",no,1621,full_match,not_provided,authenticated,yes,no,photo,yes,0.00
ORD-100188,CUST-0041,2025-12-13,2025-12-17,2025-12-17,delivered,apparel,knit scarf,3,65.45,USD,Harbour Freight Co,TRK3939553551,"122 Sample Street, Testville, GB",yes,5987,partial_match,match,attempted,yes,no,photo,yes,0.00
ORD-100189,CUST-0023,2026-03-14,2026-03-20,2026-03-20,delivered,perishable,bakery hamper,1,64.35,USD,Harbour Freight Co,TRK4305828601,"53 Sample Street, Testville, GB",yes,9988,full_match,match,authenticated,no,yes,photo,yes,0.00
ORD-100190,CUST-0044,2026-03-03,2026-03-08,,in_transit,electronics,action camera,1,512.00,USD,Vantage Courier,TRK7264136632,"399 Sample Street, Testville, AU",no,0421,no_match,not_provided,not_used,no,no,,yes,0.00
ORD-100191,CUST-0010,2026-02-01,2026-02-03,2026-02-03,delivered,jewellery,steel watch,2,357.43,USD,Vantage Courier,TRK5748978571,"341 Sample Street, Testville, DE",yes,9894,partial_match,match,attempted,no,yes,photo,yes,0.00
ORD-100192,CUST-0049,2026-02-24,2026-02-27,2026-02-27,delivered,grocery,coffee beans,2,39.85,USD,Northbound Post,TRK5644841550,"39 Sample Street, Testville, GB",yes,0713,partial_match,match,authenticated,no,yes,signature,yes,0.00
ORD-100193,CUST-0029,2026-01-05,2026-01-14,2026-01-14,delivered,books,atlas,1,162.52,USD,Harbour Freight Co,TRK6707033969,"250 Sample Street, Testville, CA",yes,2709,no_match,match,attempted,no,yes,signature,yes,0.00
ORD-100194,CUST-0035,2026-03-05,2026-03-13,2026-03-13,delivered,perishable,fruit box,3,303.14,USD,Harbour Freight Co,TRK9307874532,"351 Sample Street, Testville, AU",yes,3278,partial_match,not_provided,authenticated,no,yes,photo,yes,0.00
ORD-100195,CUST-0007,2026-02-18,2026-02-25,2026-02-25,delivered,electronics,wireless headphones,3,145.83,USD,Vantage Courier,TRK1004193233,"209 Sample Street, Testville, CA",no,1768,no_match,not_provided,authenticated,yes,no,signature,yes,0.00
ORD-100196,CUST-0006,2026-03-19,2026-03-23,2026-03-23,delivered,electronics,mesh router,1,321.25,USD,Harbour Freight Co,TRK8601673404,"275 Sample Street, Testville, US",yes,8197,full_match,match,authenticated,yes,yes,signature,yes,0.00
ORD-100197,CUST-0011,2026-03-07,2026-03-09,2026-03-09,delivered,grocery,coffee beans,1,627.53,USD,Vantage Courier,TRK7634508404,"176 Sample Street, Testville, AU",yes,5574,partial_match,match,not_used,yes,yes,photo,yes,0.00
ORD-100198,CUST-0046,2026-03-18,2026-03-22,2026-03-22,delivered,books,atlas,2,483.47,USD,Vantage Courier,TRK6280936010,"88 Sample Street, Testville, DE",yes,0968,full_match,match,not_used,yes,yes,signature,yes,0.00
ORD-100199,CUST-0012,2026-01-16,2026-01-25,2026-01-25,delivered,books,hardback novel,3,299.51,USD,Harbour Freight Co,TRK4484156429,"107 Sample Street, Testville, AU",no,2532,full_match,not_provided,not_used,yes,no,signature,yes,0.00
